Tweet,Fake,Hate,Target,Severity,word_count,avg_word_length
"@MD___hashim @RahulGandhi Corona virus se konsa Neta ladne me kaamyaab hoga aap hi bata do. 
China se to lad liya aur piche bhi dhakel diya. 
Modi ki wajah se sab shaant hai.

Aur Istifa to nhi dega. Ukhaad lo jo ukhaadna hai.",0,0,0,0,42,4
"Corona Virus China se Aaya hua Dusre Number ka Aisa Virus hai Jo Zyada Teji Se Phaila.
Pehle Number pe ab Bhi Tik-Tok Hai. ð¤£ð¤£ð¤£ð¤£ð¤£",1,0,0,0,25,5
"@TheOliveKnife China ko kisi bhi tarha sabak sikhne kai liye us kuch bhi karega kyoki corona virus Kai chalte is Kai pass mukka a Gaya hai China ki arthveyevstha ko mitane ka.....sari ladyi iss duniya Mai pasee Or takat ki hai jo abb ekk bar fir hogi
Jai ",1,0,0,0,48,4
"@RajatSharmaLive Sir congress jaye bhad me, unhe janta ne satta se bahar kar diya h.. ap modi govt ki bat karo na.. unhone jo China ke samne surrender kiya h uski baat karo, H1B visa ki bat karo, petrol-diesel ki bat karo, corona virus ki handling ki bat",1,1,O,L,48,4
"@RealPushpendra Ek China hai, Corona virus banane wale Drs ko under ground Kar Diya k unper case na ho. Fr vahi scientist ab usi lab me dikh rahe hai fr se Naya virus banane k liye. China apne logo ko bachata hai aur yaha Bharat me log ek dusre ki taang k",1,0,0,0,52,4
@SonuSood ! Aap sabko ghar bhej rahe ho to fir corona virus  ko v wapas uske ghar China  bhejo. Ye sirf aap kar sakte ho . You are our Super hero ð,1,0,0,0,32,4
"@sudhirchaudhary Sir ji hmne dekha hai Zee news se vi phle TV9 Bharatvarsh koi vi breaking news phle dekhate hai, or China ka koi saman guarantee nhi hai, magar Corona virus ke siva, ye virus guarantee hai 1000%",1,0,0,0,38,5
"Five I ne China ka Kiya pardafas
Five I ne 5/1se vote kiya ki Corona virus buhan ki lab se leak hua h.@sudhirchaudhary @user_ankur @ImRaina @kunwarpschandel @RajatSharmaLive @AmitShah",1,0,0,0,28,6
"Through corona virus.. It seems god want to guide us towards simple lifestyle. Sada Jeevan Uttam Jeevan. Our Basic needs Roti, Kapada aur Makaan.. Is still bharatiya.. No need to import frm china..but rozgar dilane ke liye materlistic hona bhi zaroori hai..#BoycottChina ð¤",0,0,0,0,43,5
"Kabhi kabhi dil me khyal aata hai*
Corona virus bhi Made in china nikla 

After the Announcement of coronil*. https://t.co/uwKJ5j1RMQ",1,0,0,0,20,6
@SabLokTantra Ye madarchod China ki sajish ho sakti hai. Corona virus wale Chinese Army ko humare army se chipka rahe hai taki humare army bimar pad jaye. #chinamadarchod #ChineseVirus #BoycottChina,1,0,0,0,30,6
@SirfSach01 World Me No 1 Super Power Tatha China Ka Vistar. Corona Virus Ke Sambandh Me WHO Ko Hamvar Kar Jhuth Bola. Sampurna Viswa China Aur WHO Ki Kartut Se Coronagrast Hokar Trahi Trahi Kar Raha Hai.,1,0,0,0,37,5
"Corona virus se zayada khatra China India war ka h,to jab India mai us ko bhagane k liye thali bajai gai aur azan di gai to ab thali bajane  aur azan deni ki zayada zaroorat h. Official announce kar dena chahye.",0,0,0,0,41,4
News wala ko pata hai desh main corona virus ka mahamari chal rai hamara army nikama nehi hai paisa kile kisi ke liye nachta nehi hai hamara army khafi hai china ko dhul chatane kile newa wala jitna anchor hai apna farz ko imandari se nivaye kisi ka gulam na bane abhi jo maha,1,0,0,0,54,4
"@RahulGandhi @WeWantRahul Unki himmat bhadegi , 
ye michmichi si aankh wale fir ghus aayenge ,
 sale corona virus inki hi den h , sab janvaro ko kha gye harami ,
150 tarike ke jaanvar khate h ye , 
Corona ka ilaz ke paise sarkar de aur fir china se vasool",1,0,0,0,50,4
@__BullzEye @NeelamBhandarii @SpiritOfCongres Bhai... Pehle hi corona virus se desh lad raha hai... And China ladakh mei.... Is time mei sab United rahni chahiye... In pagalo ko sir pappu ki padi hai...,0,0,0,0,32,5
"@killerr2050 @RaviSis48297494 @infoumikaengin1 @aajtak China jo bole wo tum maan loge...  
Corona virus ka impact badhne pr ind soldiers ne petroling kam kr diya jiska fayeda utha kr china ne kuch hisso pe apna tent lga diya.. usi hisse ka virodh kr rahi",1,0,0,0,43,5
Riya ji are believe Chinese media wo to kehte hai ki corona virus China se nahi aaya. Aur wo to corona ki wajah se marne wale logo ki real report nahi deta kabhi.,0,0,0,0,33,4
china ka pagalpan karo door beezing ke ghamand ko karo chaknachoor see zinping ke hi shareer me dal do corona virus ka phitoor mar zayega zinping corona ho jayega poore dunia se door,1,0,0,0,33,5
"@globaltimesnews Hindi me ise Apne muh miya mitthu  ...
Kahte hai ....
 Corona virus papa is China",1,0,0,0,17,5
"@RahulGandhi In salo ko pta ni hai ki china k kitne mare kyuki jb china ne itni bdi mahamari corona ko chhupa liya to kya ye 43 sainik k mrne ko ni chhupa skte chamche akhir chamche hi rahenge.
Ab ye bhi kh dena ki corona virus bharat ne failaya hai",1,1,O,L,51,4
Kaash hamare desh mei bhi koi president hota to kitna acha hota wo China ko lalkarta desh wasiyo ko confidence mei leta corona virus se na darne ki salah deta.,1,0,0,0,30,4
"china  kabzaa kar chuka 8 K M andar tak......Corona virus peak pe hai.......
.....modiji Yoga pe bhasan de rahe hai....
.....kaisa PM chuna hai Gadho ne....",0,1,I,L,26,5
@AmarUjalaNews Nepal to khud hi corona virus hai India ke lie.Useto majai araha hoga India aur China ke tension dekhke,0,0,0,0,20,5
"@Republic_Bharat For finish such two issues Pappu ko bhejo
1-Corona Virus
2-China's Matter uska tho Purana yarana hain!",0,0,0,0,18,6
"Isee se pata chalta hai salman kitna bada brand hai sabko publicity chahiye..
Ab kaun kaun blame krega sala ab china war suru hoga usmain bhi Salman ka hath hoga ð¤£ð¤£
Uske baad corona virus main bhi Salman ka hath hoga ð¤£ð¤£ð¤£#WeStandBySalmanKhan",0,0,0,0,42,5
"@PakTvHd2 Itna chutiyapa late Kaha se ho chutiyo... China pure Pak me ghus Gaya hai.
Chai jyada cately garam hoti... China se jyada Pak react Kar Raha... Tumhare abba se pucho wo batayega too nahi, Jaise Corona virus ko chupaya waise apani casualty bhi Na",0,0,0,0,45,5
"agar CORONA virus india se felaya gaya hota to Chinese puppet IMRAN KHAN NIYAZI kitne tweets kar chuke hote? lekin china ke liye 1 bhi nahi kiya
kutto se bhi zyada WAFADAR 
@ImranKhanPTI @PTIofficial @SMQureshiPTI @fawadchaudhry @pid_gov @TarekFatah @HamidMirPAK @SAfridiOfficial",0,0,0,0,40,6
@PMOIndia sir hamari army me itni power he ki sare problem ko solve kare lekin abhi hamare desh ki corona virus ke chalte thori halat karb he  is leaye apse binti he phale ape sanibel se nahi balki china ko phale economical  tore uske bad sanaye bal se to,0,0,0,0,49,4
"Delhi riots me jab goonde Muslim ke gharon me ghuskar maar rahe the toh @narendramodi aur @AmitShah Namaste Trump ke madhyam se Ahmedabad me Corona virus failane me mast the 
Ab pata chala hai na ki China ghar me ghuskar marti hai toh kitna dukh hota hai ???",1,0,0,0,48,4
@aajtak @ashokasinghal2 Rahul ji yeh sahi time nahi hai politics karne ka abhi hum sabko yeh sochna hai desh kaise bachaye. Ek taraf china ka diya hua Corona virus aur china ke dwara border per hamare soldier ko marna kam se kam is time pe politics na kar,1,0,0,0,48,4
"Corona virus mein #Narendra_Modi kehete hain #Baati bujaoo thaali bajaaoo aur Ab #China-India clashes mein kehenge #News dekhna bandh karo,Problem solve..Aray logo jaagh jawo #IndiaChinaFaceOff",0,0,0,0,25,7
@Truthse71616582 @sheenirmalkumar @ANI China ne ye bhi nahi bataya ki Corona virus Wuhan se nikla h,1,0,0,0,16,5
@Being_Humor @IbrAp1KAchU20 Chinese corona virus ko khatm krne ke liye Indian virus ko China bhej do..,1,0,0,0,16,5
"#TeachLessonToChina
#ChinaIndiaFaceoff 
#China 
43 Chinese 

Itne maar Gaye hai ki bata bhi na parahe hai
.Corona virus saale https://t.co/BzbgkyMI7r",0,0,0,0,19,7
"@swatisachdeva_ Desh mae 90 % saman china ka hai
Jitne metro bane ya ban rahe hai sab china ka aur toe aur sardar Patel ka statue chineese, Sri Ram ka statue jo UP Mae kam chalu hai chineese, mumbai mae shivaji ka statue made by china. Corona virus Jung k",1,0,0,0,50,4
"@NIKUNJ87425264 @YashwantSinha Haan gaya tha teri maa ke sath, aur China kabhi accept nahi karega ke kitne mare hai, china ye bhi accept nahi karta ki corona virus china se aya hai.",1,0,0,0,32,5
@RajatSharmaLive Puri Chinese ko khatam kar dena chahiye pehele corona virus se pareshan kar k rakha h ab hamare sainik ko khatam kar diye i hate China,1,1,O,M,27,5
"@AltNews @Pooja_Chaudhuri Beta China to ye bhi nahin kaha corona virus udhar se faila aur uska yaha bahut casualties hui,tum log sarakar ka virodh karate karate desh virodhi bhi ho gaye salo army hi border sabhala hai isliye tum backchodi ke tweet kar rah",1,1,O,L,44,5
"@zoo_bear @Pooja_Chaudhuri China wale corona virus ke asli number chupa gaye, tujhe lagta hai is ambush ke asli numbers batayenge wo ? ð¤£",1,0,0,0,23,5
#GalwanValley #worldwar3 #Ladakh #indiachinastandoff #IndiaStandWithArmyAndModi  china nahi hai vo sale ka name corona virus hai #BoycottChineseProduct #IndianArmyZindabad @Rajput_Ramesh @Payal_Rohatgi,1,1,O,L,19,10
@sardesairajdeep @ANI Abey bh***ike china ka dalal hai kya re tu..china ne jab duniyaa ko corona virus ke bare me nahi bataya to..Apne sainiko ke baare me kya batayega...Modi se nafart karta hai theek hai apne desh ke liye to lad,1,1,I,L,41,5
@ANI China ki maa ki chhoti chhoti aankh. Saale suwar corona virus,0,1,O,M,12,5
Pehle Corona virus diya ..... Phir Galwan valley liya..... #China yeh tu ne kya kiya,1,0,0,0,15,5
@umashankarsingh China ke liye sabkuch uska hai par corona virus nhi,1,0,0,0,11,5
@IMinakshiJoshi Corona virus se kitne log mare china  uska to sahi se ajtak  hisab nahi de raha he  government ðð  5 k jagah 10 mar girayange. Honge hamara jawan hero ðªðªðª,1,0,0,0,31,5
"China  sansaar ke saare desho ko ek hoke khatm Kar dena chahiye, kyonki isne sansaar ko khatm Karne ki sajis ki hai Corona virus dekar , hum to kahte hai China ke Saath Kisi ko daya Nahi Karni Chahiye ye sala bahut kamina desh hai",1,1,O,M,45,4
@IMinakshiJoshi Phele corona virus se thik hona hai.. Phir china ko 56 inch ka seena dikhana hai..,0,1,O,L,17,5
Mai government se bar bar niwedan karta hu ki Hindustan ke khatarak parosi desh china  aur china Corona virus' aur Pakistan hai ye khabi apana dost nahi ho sakte   meri government se binamra niwedan hai 5000 hajar parmaru bomb banana Chahiye ya kharidakar rakhana chahiye,1,1,O,M,45,5
"100% agree on this, inhe pata hoga Corona virus ka, islye ye nyay le k aaye thy ,ki jb aisa hoga hum account may paise dal k Pakistan ki tara hero bn jyngy. Or uspe zor aaj tak de re hai , ye china jaata bhi bhot jata tha ye #ChineseAgentRahul",1,1,O,H,51,4
@BabitaPhogat (Babita phogat) ko jail me daalo hum log pahle hi bahut virus se suffer kar rahe aur ye similar to  Corona virus.....HIV transmit kar rahi kyun ki Yah ek #prostitute hai aur yah HIV ka cause banne wali hai jaise china Covid ka cause bana,1,1,I,M,46,4
@BajinderKutani @afiyaa_ @INCIndia @LaljiDesaiG @LambaAlka @MonikaSingh__ @iPraveenK_ @ISRARTYAGI8 @INCHaryana @ChitraSarwara @dalbirsinghshri @Aaliyakhan007 @Nil_deshbhratar @priyankagandhi @Khan6257 @Mumtaz_AICC Good....Atma Nirbhar hum Janta ko bna dij,0,0,0,0,23,10
@RahulGandhi HERO BANNE KI CHAHAT ME DUFFER RAHUL GANDHI CHINESE CORONA VIRUS SE BHI 100 TIME MORE DANGEROUS BAN CHUKA HAI. CRONA SIRF JIN LOGO KO LAGTA HAI WO DANGER ME HOTA HAI JAB KI RAHUL CHINA EFFECT SE PURE DESH KE LIYE KHATRA BAN CHUKA HAI ... USKO,1,1,I,H,49,4
"Trump sahi bolta hai yeh Chinese agent bangaya hai WHO
INDIA mein 1.5 lac patients CORONA VIRUS se recovere ho Gaye dekh ke darr gaya hai China https://t.co/p9ZadOQAXn",1,0,0,0,28,5
@Republic_Bharat ab iski gan..... marna shru krey sbhi desh mil kr ab iski Charo tarf sey gheyr kr iski gan.... ma hath daal dey China corona virus ki dain sala sari duniya dukhi kr Di in choti ankh walo Ney..salo ki apni Puri ankhey ni khulti duniya walo,1,1,O,L,48,4
@aajtak Madam jee..... Corona Virus ki vaccine agar mil gayi toh phir India bhi China se aage.,1,0,0,0,17,5
"China Border Pe Thali aur Taali bajane gaya hai... Jaise #Corona virus ko India se bhaga diya usne, waise hi Chinese ko bhi bhaga dega wo. #IndiaChinaFaceOff #MaunModiMissing #CoronavirusIndia #Chowkidar_KAMJOR_Hai",0,1,O,L,30,6
"@narendramodi @PiyushGoyal Birthday greetings karlo BJP minister ka  Bihar k chunau pay dhayan do aur  bhaki sab bhar may . Corona Virus  bhar may, China and Nepal border disputes bhar may waw Modi ji wah.",1,0,0,0,35,5
"@shahid_siddiqui No mention of Corona virus.

China ke is julam ko yaad rakhenge",1,0,0,0,13,5
@Siddhar02821234 @jai_manish1993 @IamRajnishAhuja @RubikaLiyaquat @dibang @ShobhnaYadava @nikhildubei BSNL ki salary fund Central https://t.co/UbxB1vVj6i aati hai Bhai koi MLA nahi rok sakti aur Rahi PPE kit mujhe ye bataye ki corona virus ke pandemics se,0,0,0,0,34,7
@narendramodi Modi ji agar apke liye muje prano ki bhi aahuti Deni pade to mai piche nahi hatunga aaj India China Ko muh Tod gavab de Raha hai to sirif aapki vaje se agar bagvaan na kare Rahul Gandhi(pappu) prime minister hote to aaj croro log mar Gaye ho,1,1,I,L,49,4
@TwitterIndia  Ye corona virus china ki wajah se hai ..agr iss baat se twitter ko bura lagta hai toh besak meri id delete block jo karna hai kar de kuki ye india hai yaha logo ke freedom of speech ka right,1,0,0,0,41,4
"Dear Sir
Us China Ne Humari Zindagi Ki Barbad Kar Di He Ye Virus Felkar,
Hum Corona Virus Se Mare Us Se Achha He Hum Us China Desh Ko Aur Shaitani Xi Jinping Ko Maarkar Marna Pasand Karenge.
@narendramodi
@AbeShinzo @WhiteHouse @realDonaldTrump @KremlinRussia_E @ScottMorrisonMP",1,1,I,M,44,5
Yeh na marta hai sabun se na sanitizer se!Ulta badhta hi jaa raha hai!China se aate wakt Corona virus JNU ke raste aya hoga.Issliya kehta hoga-tum jitne virus maroge ghar ghar se virus niklengey.,1,0,0,0,34,5
"Manak Gupta,tumne 1indian doctor ko laaaye thhe, jo China mey kaam karta thha apne 1 show pe, usne aapse kaha thha 15 May ko desh mey Corona Virus khatam ho jaayega,aur aapne uski jamke taeef ki thhi,ab kahan hai voh Dr saale ko pakad ke lao aur kaho usse,ki jhoot bola thha.",1,1,I,L,52,4
"@Ravishk356 @kunalkamra88 Haan jese ravish the liberandu Kumar ji the chintit Jo bol rhe the corona virus ka nam lekr kahi china ko bdnam to nhi Kiya ja rha economy se dhyan htane ke liye, Jara ye to bta do pandemic bhi economy jruru hai ravish the libran",0,0,0,0,48,4
"Locusts corona virus ko khaa jaaye,
Cyclone unn locusts ko udaa lejaaye china mein,aur fir Chinese log wo locusts khaa jaaye toh kaisa rhega?",1,0,0,0,24,5
"Sab thike hojaega 2020 khtam hojaega , corona virus wapis apne ghr China chale jaega , Popat Laal ki shadi hojaegi , Anil kapoor buddah hojaega tumhe tumhari muhabbat miljaegi or ammi mjhe chappal mar k utha b dengi kaafi dair se neend mai bate kr rha hun ... #COVID19",1,0,0,0,50,4
"@aajtak Wah re godi media tuj C grade ho.
China udhar ghuskar India ki jameen dakhal Kar liya hai aur tum sarkar ki ye nikammipan chupaney Ke liye Pakistan ko yaad Kar liya.Sudhar jao warna Corona virus tumharey picha nahi choddega.",0,0,0,0,41,5
@ZeeNews Kuch din Ke bat Pappu bolne lagenge ki corona virus Bharat sehi paida kiya huwa hai. Aur to aur yeh bhi kahenge ki atikraman China ne nahin kiya yeh to Modi ne pehla atikraman  kiya. Dimag me kuch bhi nahin hain sirf khandani gobar bhara hain.,0,0,0,0,47,4
"2020 ki shuruvaat
Shukla ka BB13 Jeetna 
Corona virus 
Cyclone amphan 
Nepal India ki zameen kabza 
China ladakh  andar gusna 
Ane wale din india aur puri duniya k liye achcha ho.",0,0,0,0,31,5
"@MonikaSingh__ China ne corona virus invent kiya, aur bharat me Bhajpai ne VIKAS naam ka VIRUS invent kiya tha @MonikaSingh__",1,0,0,0,20,5
@MimrotReena cheen ka dar yaane corona virus jo made in china hai usse? woh tho tera Pappu hi hai.aur usska bil hai 10.janpath,1,0,0,0,23,5
Agar Corona Virus Ki Vaccine China Bana Leta Hai To Kya #boycottchina Chalu Rahega!!??ð¤ð¤,0,0,0,0,14,6
"Hum hath dhone se pehle bhi ek baar hath dho le rhe hai or tum sala chamgadar kha liye, pakaya bhi nhi ð

#china #corona_virus",0,0,0,0,25,4
@INCDelhi @Pawankhera Mhatma pawan ji apko jab itna he pata h too corona virus se bhe desh ko bachate per apko too itliy Pakistan china ka khana he kahana h unke bhagt ho na jo 70 saal se nhe hua wo 6 saal m ho gya ab atankwadi 100 bar sochte h bharat m a,0,0,0,0,55,4
"CORONA VIRUS NHI, BIOLOGICAL WEAPON HAI. CHINA NE APNE COMPETITOR KE VIKASH KE VIRODH ME UPYOG KIYA HAI. MANVTA KA HATYARA HAI CHINA https://t.co/Vqi4J1XaRf",1,1,O,M,24,6
"China ko Ghar me ghus k marege
Ladakh bhul jao
Tibet
Honkong
Taiwan
ko Azad karayenge
AA jao Corona Virus
Ab tumhara ant najdik hai",0,0,0,0,25,4
@Jyoti_A_Tayde @NavbharatTimes @LambaAlka Jyoti jee..... China ne Corona Virus se poore World ki lal aankhe band kar di hai.....aur India kya lal aankhe China ko dikhayega.... Kya India ko gyan hai ya phir India ke kisi bhi Astrologer ko gyan hai ki Wuhan,0,0,0,0,43,5
China ne India ko corona virus export karne ke baad Ladakh border pe panga liya hai aur hamari zameen hadapna chahte hai.China bhul gaya hai ke yeh 2020 ka HINDUSTAN hai aur hum unhe har tarah se sabak sikhane mein saksham hai #FeelingProud #IndianArmyZindabad @ABPNews @PMOIndia,0,0,0,0,46,5
@adeshguptabjp @ArvindKejriwal YEH TO HUM SAB KA FAILURE  HAI? CHINA NE CORONA VIRUS SHURU HOTE HI MULTI STORY SPECIALISED HOSPITAL KHADA KAR DIYA THA HUM KHALI HOSPITALS MAIN CAPACITY BADHANE KI BAAT KARTE RAHE? RAILWAY KE COACHES ICU MAIN CHANGE KARTE R,0,0,0,0,42,5
"@Wangchuk66 Aatmanirbar raho, chinese product se door raho

China ne kiya hai is Duniya ka bura haal,
Pehle market capture kiya cheap product se,
Ab economy tabah kiya corona virus se.

Share market ka huwa bura haal,
Par china govt rahe malamaal.

Aatman",0,0,0,0,43,5
#BoycottChineseProduct y corona virus nhi China virus hai China n vishav ki janta ki jan lene ki koshish kiya hai hatya ka case China pr darj hona chahiye China k sabhi product ka bahishkar karna hoga kamata bharat s hai aur bharat k khilaf sajis rachta hai China Or vishwas nhi k,1,0,0,0,52,4
"Ek baar Corona virus ka lafda khatam hojaaye  phir main China jaakar ,,

Haramkhoron ko daal roti banaana sikhaaunga ,,

Pata nahi Kya Kya khaate hai saale ..!!

ð¹ð¹ð¹ðððððð",0,1,O,L,29,6
